Period,Timestamp,load,predicted,Delta (kW),Absolute Error (kW),Squared Error,Error (%)
Apr-25,2025-04-27T18:15:00,3.54,3.682,0.142,0.142,0.020164,4%
Apr-25,2025-04-27T18:30:00,1.86,1.974,0.114,0.114,0.012996,6.14%
Apr-25,2025-04-27T18:45:00,1.82,1.89,0.07,0.07,0.0049,3.85%
Apr-25,2025-04-27T19:00:00,1.08,1.04,-0.04,0.04,0.0016,3.71%
Apr-25,2025-04-27T19:15:00,0.64,0.629,-0.011,0.011,0.000121,1.69%
Apr-25,2025-04-27T19:30:00,1.36,1.237,-0.123,0.123,0.015129,9.03%
Apr-25,2025-04-27T19:45:00,0.89,0.871,-0.019,0.019,0.000361,2.12%
Apr-25,2025-04-27T20:00:00,0.89,0.974,0.084,0.084,0.007056,9.42%
Apr-25,2025-04-27T20:15:00,1.4,1.366,-0.034,0.034,0.001156,2.46%
Apr-25,2025-04-27T20:30:00,0.51,0.473,-0.037,0.037,0.001369,7.21%
Apr-25,2025-04-27T20:45:00,0.48,0.506,0.026,0.026,0.000676,5.51%
Apr-25,2025-04-27T21:00:00,0.39,0.375,-0.015,0.015,0.000225,3.82%
Apr-25,2025-04-27T21:15:00,0.53,0.493,-0.037,0.037,0.001369,6.94%
Apr-25,2025-04-27T21:30:00,2.48,2.398,-0.082,0.082,0.006724,3.30%
Apr-25,2025-04-27T21:45:00,0.29,0.303,0.013,0.013,0.000169,4.60%
Apr-25,2025-04-27T22:00:00,0.43,0.389,-0.041,0.041,0.001681,9.58%
Apr-25,2025-04-27T22:15:00,1.95,1.956,0.006,0.006,0.000036,0.30%
Apr-25,2025-04-27T22:30:00,0.54,0.517,-0.023,0.023,0.000529,4.18%
Apr-25,2025-04-27T22:45:00,0.57,0.561,-0.009,0.009,0.000081,1.49%
Apr-25,2025-04-27T23:00:00,0.52,0.534,0.014,0.014,0.000196,2.78%
Apr-25,2025-04-27T23:15:00,0.51,0.511,0.001,0.001,0.000001,0.21%
Apr-25,2025-04-27T23:30:00,0.49,0.536,0.046,0.046,0.002116,9.43%
Apr-25,2025-04-27T23:45:00,0.47,0.511,0.041,0.041,0.001681,8.72%
Apr-25,2025-04-28T00:00:00,0.47,0.528,0.058,0.058,0.003364,12.42%
Apr-25,2025-04-28T00:15:00,0.51,0.547,0.037,0.037,0.001369,7.29%
Apr-25,2025-04-28T00:30:00,0.49,0.509,0.019,0.019,0.000361,3.90%
Apr-25,2025-04-28T00:45:00,0.51,0.536,0.026,0.026,0.000676,5.15%
Apr-25,2025-04-28T01:00:00,0.51,0.532,0.022,0.022,0.000484,4.35%
Apr-25,2025-04-28T01:15:00,0.51,0.531,0.021,0.021,0.000441,4.15%
Apr-25,2025-04-28T01:30:00,0.5,0.529,0.029,0.029,0.000841,5.76%
Apr-25,2025-04-28T01:45:00,0.5,0.53,0.03,0.03,0.0009,5.93%
Apr-25,2025-04-28T02:00:00,0.48,0.52,0.04,0.04,0.0016,8.40%
Apr-25,2025-04-28T02:15:00,0.47,0.523,0.053,0.053,0.002809,11.26%
Apr-25,2025-04-28T02:30:00,0.37,0.374,0.004,0.004,0.000016,1.14%
Apr-25,2025-04-28T02:45:00,0.33,0.336,0.006,0.006,0.000036,1.81%
Apr-25,2025-04-28T03:00:00,0.34,0.327,-0.013,0.013,0.000169,3.90%
Apr-25,2025-04-28T03:15:00,0.33,0.333,0.003,0.003,0.000009,0.96%
Apr-25,2025-04-28T03:30:00,0.33,0.335,0.005,0.005,0.000025,1.62%
Apr-25,2025-04-28T03:45:00,0.32,0.328,0.008,0.008,0.000064,2.59%
Apr-25,2025-04-28T04:00:00,0.33,0.321,-0.009,0.009,0.000081,2.61%
Apr-25,2025-04-28T04:15:00,0.3,0.324,0.024,0.024,0.000576,8.10%
Apr-25,2025-04-28T04:30:00,1.06,1.158,0.098,0.098,0.009604,9.28%
Apr-25,2025-04-28T04:45:00,1.13,1.14,0.01,0.01,0.0001,0.93%
Apr-25,2025-04-28T05:00:00,1.89,1.926,0.036,0.036,0.001296,1.88%
Apr-25,2025-04-28T05:15:00,3.36,3.162,-0.198,0.198,0.039204,5.90%
Apr-25,2025-04-28T05:30:00,0.49,0.442,-0.048,0.048,0.002304,9.70%
Apr-25,2025-04-28T05:45:00,1.91,1.981,0.071,0.071,0.005041,3.73%
Apr-25,2025-04-28T06:00:00,0.44,0.425,-0.015,0.015,0.000225,3.51%
Apr-25,2025-04-28T06:15:00,1.08,1.079,-0.001,0.001,0.000001,0.11%
Apr-25,2025-04-28T06:30:00,0.38,0.348,-0.032,0.032,0.001024,8.43%
Apr-25,2025-04-28T06:45:00,0.35,0.344,-0.006,0.006,0.000036,1.74%
Apr-25,2025-04-28T07:00:00,0.45,0.341,-0.109,0.109,0.011881,24.13%
Apr-25,2025-04-28T07:15:00,0.55,0.422,-0.128,0.128,0.016384,23.20%
Apr-25,2025-04-28T07:30:00,0.59,0.466,-0.124,0.124,0.015376,21.07%
Apr-25,2025-04-28T07:45:00,1.25,1.229,-0.021,0.021,0.000441,1.65%
Apr-25,2025-04-28T08:00:00,2.1,1.946,-0.154,0.154,0.023716,7.34%
Apr-25,2025-04-28T08:15:00,0.54,0.404,-0.136,0.136,0.018496,25.24%
Apr-25,2025-04-28T08:30:00,0.53,0.516,-0.014,0.014,0.000196,2.60%
Apr-25,2025-04-28T08:45:00,0.45,0.54,0.09,0.09,0.0081,19.94%
Apr-25,2025-04-28T09:00:00,1.22,0.989,-0.231,0.231,0.053361,18.93%
Apr-25,2025-04-28T09:15:00,0.39,0.458,0.068,0.068,0.004624,17.38%
Apr-25,2025-04-28T09:30:00,0.5,0.458,-0.042,0.042,0.001764,8.34%
Apr-25,2025-04-28T09:45:00,0.63,0.49,-0.14,0.14,0.0196,22.18%
Apr-25,2025-04-28T10:00:00,1.62,1.26,-0.36,0.36,0.1296,22.23%
Apr-25,2025-04-28T10:15:00,2.31,1.845,-0.465,0.465,0.216225,20.14%
Apr-25,2025-04-28T10:30:00,0.97,1.022,0.052,0.052,0.002704,5.40%
Apr-25,2025-04-28T10:45:00,1.47,1.262,-0.208,0.208,0.043264,14.15%
Apr-25,2025-04-28T11:00:00,1.56,1.825,0.265,0.265,0.070225,16.98%
Apr-25,2025-04-28T11:15:00,2.37,2.214,-0.156,0.156,0.024336,6.57%
Apr-25,2025-04-28T11:30:00,1.77,1.952,0.182,0.182,0.033124,10.31%
Apr-25,2025-04-28T11:45:00,2.64,2.217,-0.423,0.423,0.178929,16.01%
Apr-25,2025-04-28T12:00:00,1.97,2.143,0.173,0.173,0.029929,8.81%
Apr-25,2025-04-28T12:15:00,1.91,1.833,-0.077,0.077,0.005929,4.05%
Apr-25,2025-04-28T12:30:00,2.07,2.012,-0.058,0.058,0.003364,2.79%
Apr-25,2025-04-28T12:45:00,2.21,2.47,0.26,0.26,0.0676,11.74%
Apr-25,2025-04-28T13:00:00,3.85,3.19,-0.66,0.66,0.4356,17.14%
Apr-25,2025-04-28T13:15:00,2.84,2.966,0.126,0.126,0.015876,4.43%
Apr-25,2025-04-28T13:30:00,2.9,3.004,0.104,0.104,0.010816,3.59%
Apr-25,2025-04-28T13:45:00,2.99,2.831,-0.159,0.159,0.025281,5.32%
Apr-25,2025-04-28T14:00:00,2.76,2.532,-0.228,0.228,0.051984,8.28%
Apr-25,2025-04-28T14:15:00,0.2,0.265,0.065,0.065,0.004225,32.40%
Apr-25,2025-04-28T14:30:00,0.21,0.195,-0.015,0.015,0.000225,7.02%
Apr-25,2025-04-28T14:45:00,0.25,0.377,0.127,0.127,0.016129,50.62%
Apr-25,2025-04-28T15:00:00,0.24,0.338,0.098,0.098,0.009604,40.81%
Apr-25,2025-04-28T15:15:00,0.24,0.268,0.028,0.028,0.000784,11.70%
Apr-25,2025-04-28T15:30:00,0.24,0.284,0.044,0.044,0.001936,18.17%
Apr-25,2025-04-28T15:45:00,0.24,0.181,-0.059,0.059,0.003481,24.41%
Apr-25,2025-04-28T16:00:00,0.23,0.228,-0.002,0.002,0.000004,1.06%
Apr-25,2025-04-28T16:15:00,0.2,0.22,0.02,0.02,0.0004,10.13%
Apr-25,2025-04-28T16:30:00,0.21,0.191,-0.019,0.019,0.000361,8.92%
Apr-25,2025-04-28T16:45:00,0.23,0.197,-0.033,0.033,0.001089,14.38%
Apr-25,2025-04-28T17:00:00,0.24,0.22,-0.02,0.02,0.0004,8.32%
Apr-25,2025-04-28T17:15:00,0.25,0.222,-0.028,0.028,0.000784,11.20%
Apr-25,2025-04-28T17:30:00,0.24,0.232,-0.008,0.008,0.000064,3.13%
Apr-25,2025-04-28T17:45:00,0.23,0.223,-0.007,0.007,0.000049,3.22%
Apr-25,2025-04-28T18:00:00,0.2,0.229,0.029,0.029,0.000841,14.68%
Apr-25,2025-04-28T18:15:00,0.94,0.945,0.005,0.005,0.000025,0.52%
Apr-25,2025-04-28T18:30:00,1.06,0.588,-0.472,0.472,0.222784,44.57%
Apr-25,2025-04-28T18:45:00,0.74,0.446,-0.294,0.294,0.086436,39.78%
Apr-25,2025-04-28T19:00:00,0.25,0.292,0.042,0.042,0.001764,16.60%
Apr-25,2025-04-28T19:15:00,0.29,0.353,0.063,0.063,0.003969,21.60%
Apr-25,2025-04-28T19:30:00,0.53,0.338,-0.192,0.192,0.036864,36.15%
Apr-25,2025-04-28T19:45:00,1.1,0.878,-0.222,0.222,0.049284,20.20%
Apr-25,2025-04-28T20:00:00,0.67,0.565,-0.105,0.105,0.011025,15.72%
Apr-25,2025-04-28T20:15:00,0.52,0.528,0.008,0.008,0.000064,1.49%
Apr-25,2025-04-28T20:30:00,0.26,0.321,0.061,0.061,0.003721,23.38%
Apr-25,2025-04-28T20:45:00,0.26,0.257,-0.003,0.003,0.000009,1.05%
Apr-25,2025-04-28T21:00:00,0.68,0.616,-0.064,0.064,0.004096,9.37%
Apr-25,2025-04-28T21:15:00,0.76,0.733,-0.027,0.027,0.000729,3.62%
Apr-25,2025-04-28T21:30:00,0.42,0.455,0.035,0.035,0.001225,8.41%
Apr-25,2025-04-28T21:45:00,0.43,0.411,-0.019,0.019,0.000361,4.39%
Apr-25,2025-04-28T22:00:00,0.44,0.417,-0.023,0.023,0.000529,5.17%
Apr-25,2025-04-28T22:15:00,0.48,0.468,-0.012,0.012,0.000144,2.53%
Apr-25,2025-04-28T22:30:00,0.39,0.423,0.033,0.033,0.001089,8.56%
Apr-25,2025-04-28T22:45:00,0.31,0.331,0.021,0.021,0.000441,6.80%
Apr-25,2025-04-28T23:00:00,0.3,0.313,0.013,0.013,0.000169,4.24%
Apr-25,2025-04-28T23:15:00,0.26,0.276,0.016,0.016,0.000256,6.05%
Apr-25,2025-04-28T23:30:00,0.28,0.277,-0.003,0.003,0.000009,1.04%
Apr-25,2025-04-28T23:45:00,0.29,0.287,-0.003,0.003,0.000009,1.02%
Apr-25,2025-04-29T00:00:00,0.29,0.284,-0.006,0.006,0.000036,2.07%
Apr-25,2025-04-29T00:15:00,0.28,0.279,-0.001,0.001,0.000001,0.41%
Apr-25,2025-04-29T00:30:00,0.28,0.281,0.001,0.001,0.000001,0.48%
Apr-25,2025-04-29T00:45:00,0.24,0.252,0.012,0.012,0.000144,5.06%
Apr-25,2025-04-29T01:00:00,0.25,0.243,-0.007,0.007,0.000049,2.87%
Apr-25,2025-04-29T01:15:00,0.27,0.265,-0.005,0.005,0.000025,1.92%
Apr-25,2025-04-29T01:30:00,0.28,0.275,-0.005,0.005,0.000025,1.63%
Apr-25,2025-04-29T01:45:00,0.27,0.272,0.002,0.002,0.000004,0.80%
Apr-25,2025-04-29T02:00:00,0.33,0.304,-0.026,0.026,0.000676,7.93%
Apr-25,2025-04-29T02:15:00,0.71,0.715,0.005,0.005,0.000025,0.66%
Apr-25,2025-04-29T02:30:00,2.55,2.698,0.148,0.148,0.021904,5.81%
Apr-25,2025-04-29T02:45:00,1.43,1.47,0.04,0.04,0.0016,2.80%
Apr-25,2025-04-29T03:00:00,0.36,0.348,-0.012,0.012,0.000144,3.39%
Apr-25,2025-04-29T03:15:00,2.34,2.282,-0.058,0.058,0.003364,2.47%
Apr-25,2025-04-29T03:30:00,0.32,0.318,-0.002,0.002,0.000004,0.78%
Apr-25,2025-04-29T03:45:00,0.32,0.322,0.002,0.002,0.000004,0.66%
Apr-25,2025-04-29T04:00:00,0.33,0.331,0.001,0.001,0.000001,0.16%
Apr-25,2025-04-29T04:15:00,1.01,0.931,-0.079,0.079,0.006241,7.81%
Apr-25,2025-04-29T04:30:00,0.31,0.31,0,0,0,0.14%
Apr-25,2025-04-29T04:45:00,0.29,0.305,0.015,0.015,0.000225,5.28%
Apr-25,2025-04-29T05:00:00,0.31,0.32,0.01,0.01,0.0001,3.27%
Apr-25,2025-04-29T05:15:00,0.28,0.299,0.019,0.019,0.000361,6.87%
Apr-25,2025-04-29T05:30:00,0.26,0.267,0.007,0.007,0.000049,2.82%
Apr-25,2025-04-29T05:45:00,0.26,0.262,0.002,0.002,0.000004,0.86%
Apr-25,2025-04-29T06:00:00,0.3,0.292,-0.008,0.008,0.000064,2.67%
Apr-25,2025-04-29T06:15:00,0.3,0.299,-0.001,0.001,0.000001,0.39%
Apr-25,2025-04-29T06:30:00,0.24,0.274,0.034,0.034,0.001156,14.09%
Apr-25,2025-04-29T06:45:00,0.23,0.241,0.011,0.011,0.000121,4.70%
Apr-25,2025-04-29T07:00:00,0.24,0.266,0.026,0.026,0.000676,10.97%
Apr-25,2025-04-29T07:15:00,0.24,0.261,0.021,0.021,0.000441,8.65%
Apr-25,2025-04-29T07:30:00,0.28,0.255,-0.025,0.025,0.000625,8.83%
Apr-25,2025-04-29T07:45:00,0.33,0.266,-0.064,0.064,0.004096,19.47%
Apr-25,2025-04-29T08:00:00,0.29,0.263,-0.027,0.027,0.000729,9.45%
Apr-25,2025-04-29T08:15:00,0.31,0.297,-0.013,0.013,0.000169,4.16%
Apr-25,2025-04-29T08:30:00,0.33,0.306,-0.024,0.024,0.000576,7.20%
Apr-25,2025-04-29T08:45:00,0.34,0.315,-0.025,0.025,0.000625,7.46%
Apr-25,2025-04-29T09:00:00,0.34,0.313,-0.027,0.027,0.000729,7.80%
Apr-25,2025-04-29T09:15:00,0.95,0.703,-0.247,0.247,0.061009,26%
Apr-25,2025-04-29T09:30:00,0.64,0.93,0.29,0.29,0.0841,45.32%
Apr-25,2025-04-29T09:45:00,1.44,0.936,-0.504,0.504,0.254016,35.01%
Apr-25,2025-04-29T10:00:00,1.37,1.196,-0.174,0.174,0.030276,12.74%
Apr-25,2025-04-29T10:15:00,1.48,1.378,-0.102,0.102,0.010404,6.92%
Apr-25,2025-04-29T10:30:00,1.56,1.363,-0.197,0.197,0.038809,12.60%
Apr-25,2025-04-29T10:45:00,1.62,1.475,-0.145,0.145,0.021025,8.94%
Apr-25,2025-04-29T11:00:00,1.68,1.838,0.158,0.158,0.024964,9.40%
Apr-25,2025-04-29T11:15:00,1.92,2.001,0.081,0.081,0.006561,4.21%
Apr-25,2025-04-29T11:30:00,1.8,1.888,0.088,0.088,0.007744,4.87%
Apr-25,2025-04-29T11:45:00,1.84,1.986,0.146,0.146,0.021316,7.94%
Apr-25,2025-04-29T12:00:00,1.9,2.023,0.123,0.123,0.015129,6.48%
Apr-25,2025-04-29T12:15:00,1.89,2.061,0.171,0.171,0.029241,9.07%
Apr-25,2025-04-29T12:30:00,2.01,2.066,0.056,0.056,0.003136,2.81%
Apr-25,2025-04-29T12:45:00,2.47,2.422,-0.048,0.048,0.002304,1.96%
Apr-25,2025-04-29T13:00:00,2.45,2.374,-0.076,0.076,0.005776,3.09%
Apr-25,2025-04-29T13:15:00,2.58,2.536,-0.044,0.044,0.001936,1.72%
Apr-25,2025-04-29T13:30:00,2.74,2.717,-0.023,0.023,0.000529,0.83%
Apr-25,2025-04-29T13:45:00,1.93,2.584,0.654,0.654,0.427716,33.90%
Apr-25,2025-04-29T14:00:00,0.2,0.423,0.223,0.223,0.049729,111.34%
Apr-25,2025-04-29T14:15:00,0.24,0.182,-0.058,0.058,0.003364,24.31%
Apr-25,2025-04-29T14:30:00,0.24,0.181,-0.059,0.059,0.003481,24.69%
Apr-25,2025-04-29T14:45:00,0.22,0.504,0.284,0.284,0.080656,129.18%
Apr-25,2025-04-29T15:00:00,0.23,0.164,-0.066,0.066,0.004356,28.74%
Apr-25,2025-04-29T15:15:00,0.35,0.266,-0.084,0.084,0.007056,23.98%
Apr-25,2025-04-29T15:30:00,0.19,0.271,0.081,0.081,0.006561,42.76%
Apr-25,2025-04-29T15:45:00,0.19,0.244,0.054,0.054,0.002916,28.60%
Apr-25,2025-04-29T16:00:00,0.21,0.194,-0.016,0.016,0.000256,7.75%
Apr-25,2025-04-29T16:15:00,0.23,0.196,-0.034,0.034,0.001156,14.77%
Apr-25,2025-04-29T16:30:00,0.23,0.232,0.002,0.002,0.000004,0.98%
Apr-25,2025-04-29T16:45:00,0.24,0.349,0.109,0.109,0.011881,45.46%
Apr-25,2025-04-29T17:00:00,0.23,0.266,0.036,0.036,0.001296,15.53%
Apr-25,2025-04-29T17:15:00,0.22,0.241,0.021,0.021,0.000441,9.71%
Apr-25,2025-04-29T17:30:00,0.19,0.223,0.033,0.033,0.001089,17.11%
Apr-25,2025-04-29T17:45:00,0.19,0.193,0.003,0.003,0.000009,1.45%
Apr-25,2025-04-29T18:00:00,0.21,0.211,0.001,0.001,0.000001,0.57%
Apr-25,2025-04-29T18:15:00,0.22,0.22,0,0,0,0.03%
Apr-25,2025-04-29T18:30:00,0.21,0.213,0.003,0.003,0.000009,1.53%
Apr-25,2025-04-29T18:45:00,1.42,1.441,0.021,0.021,0.000441,1.49%
Apr-25,2025-04-29T19:00:00,0.35,0.393,0.043,0.043,0.001849,12.24%
Apr-25,2025-04-29T19:15:00,0.69,0.782,0.092,0.092,0.008464,13.30%
Apr-25,2025-04-29T19:30:00,0.59,0.66,0.07,0.07,0.0049,11.89%
Apr-25,2025-04-29T19:45:00,0.59,0.61,0.02,0.02,0.0004,3.39%
Apr-25,2025-04-29T20:00:00,0.56,0.534,-0.026,0.026,0.000676,4.71%
Apr-25,2025-04-29T20:15:00,0.57,0.548,-0.022,0.022,0.000484,3.86%
Apr-25,2025-04-29T20:30:00,0.35,0.364,0.014,0.014,0.000196,3.97%
Apr-25,2025-04-29T20:45:00,0.6,0.56,-0.04,0.04,0.0016,6.69%
Apr-25,2025-04-29T21:00:00,0.51,0.521,0.011,0.011,0.000121,2.11%
Apr-25,2025-04-29T21:15:00,0.59,0.592,0.002,0.002,0.000004,0.33%
Apr-25,2025-04-29T21:30:00,0.54,0.55,0.01,0.01,0.0001,1.87%
Apr-25,2025-04-29T21:45:00,0.51,0.518,0.008,0.008,0.000064,1.50%
Apr-25,2025-04-29T22:00:00,0.49,0.523,0.033,0.033,0.001089,6.70%
Apr-25,2025-04-29T22:15:00,0.43,0.449,0.019,0.019,0.000361,4.31%
Apr-25,2025-04-29T22:30:00,0.34,0.342,0.002,0.002,0.000004,0.45%
Apr-25,2025-04-29T22:45:00,0.27,0.285,0.015,0.015,0.000225,5.63%
Apr-25,2025-04-29T23:00:00,0.26,0.267,0.007,0.007,0.000049,2.74%
Apr-25,2025-04-29T23:15:00,0.28,0.276,-0.004,0.004,0.000016,1.32%
Apr-25,2025-04-29T23:30:00,0.28,0.279,-0.001,0.001,0.000001,0.53%
Apr-25,2025-04-29T23:45:00,0.27,0.273,0.003,0.003,0.000009,1.27%
Apr-25,2025-04-30T00:00:00,0.26,0.261,0.001,0.001,0.000001,0.57%
Apr-25,2025-04-30T00:15:00,0.23,0.25,0.02,0.02,0.0004,8.81%
Apr-25,2025-04-30T00:30:00,0.24,0.24,0,0,0,0.04%
Apr-25,2025-04-30T00:45:00,0.25,0.248,-0.002,0.002,0.000004,0.81%
Apr-25,2025-04-30T01:00:00,0.27,0.269,-0.001,0.001,0.000001,0.32%
Apr-25,2025-04-30T01:15:00,0.26,0.262,0.002,0.002,0.000004,0.89%
Apr-25,2025-04-30T01:30:00,0.28,0.275,-0.005,0.005,0.000025,1.64%
Apr-25,2025-04-30T01:45:00,0.28,0.274,-0.006,0.006,0.000036,1.99%
Apr-25,2025-04-30T02:00:00,0.3,0.299,-0.001,0.001,0.000001,0.46%
Apr-25,2025-04-30T02:15:00,0.32,0.308,-0.012,0.012,0.000144,3.77%
Apr-25,2025-04-30T02:30:00,1.03,1.059,0.029,0.029,0.000841,2.83%
Apr-25,2025-04-30T02:45:00,0.97,0.954,-0.016,0.016,0.000256,1.64%
Apr-25,2025-04-30T03:00:00,0.31,0.317,0.007,0.007,0.000049,2.33%
Apr-25,2025-04-30T03:15:00,1.67,1.717,0.047,0.047,0.002209,2.81%
Apr-25,2025-04-30T03:30:00,1.01,1.004,-0.006,0.006,0.000036,0.62%
Apr-25,2025-04-30T03:45:00,0.34,0.336,-0.004,0.004,0.000016,1.31%
Apr-25,2025-04-30T04:00:00,0.3,0.313,0.013,0.013,0.000169,4.19%
Apr-25,2025-04-30T04:15:00,0.98,0.912,-0.068,0.068,0.004624,6.99%
Apr-25,2025-04-30T04:30:00,0.28,0.292,0.012,0.012,0.000144,4.14%
Apr-25,2025-04-30T04:45:00,0.24,0.263,0.023,0.023,0.000529,9.66%
Apr-25,2025-04-30T05:00:00,0.23,0.25,0.02,0.02,0.0004,8.55%
Apr-25,2025-04-30T05:15:00,0.25,0.24,-0.01,0.01,0.0001,4.06%
Apr-25,2025-04-30T05:30:00,0.27,0.27,0,0,0,0.03%
Apr-25,2025-04-30T05:45:00,0.27,0.271,0.001,0.001,0.000001,0.28%
Apr-25,2025-04-30T06:00:00,0.27,0.27,0,0,0,0.18%
Apr-25,2025-04-30T06:15:00,0.26,0.262,0.002,0.002,0.000004,0.74%
Apr-25,2025-04-30T06:30:00,0.21,0.247,0.037,0.037,0.001369,17.65%
Apr-25,2025-04-30T06:45:00,0.19,0.225,0.035,0.035,0.001225,18.31%
Apr-25,2025-04-30T07:00:00,0.22,0.24,0.02,0.02,0.0004,9.29%
Apr-25,2025-04-30T07:15:00,0.31,0.278,-0.032,0.032,0.001024,10.37%
Apr-25,2025-04-30T07:30:00,0.63,0.412,-0.218,0.218,0.047524,34.64%
Apr-25,2025-04-30T07:45:00,1.19,1.06,-0.13,0.13,0.0169,10.95%
Apr-25,2025-04-30T08:00:00,0.53,0.487,-0.043,0.043,0.001849,8.05%
Apr-25,2025-04-30T08:15:00,0.45,0.379,-0.071,0.071,0.005041,15.84%
Apr-25,2025-04-30T08:30:00,0.45,0.444,-0.006,0.006,0.000036,1.25%
Apr-25,2025-04-30T08:45:00,0.35,0.398,0.048,0.048,0.002304,13.85%
Apr-25,2025-04-30T09:00:00,0.19,0.313,0.123,0.123,0.015129,64.66%
Apr-25,2025-04-30T09:15:00,0.24,0.296,0.056,0.056,0.003136,23.48%
Apr-25,2025-04-30T09:30:00,0.23,0.321,0.091,0.091,0.008281,39.75%
Apr-25,2025-04-30T09:45:00,0.23,0.319,0.089,0.089,0.007921,38.88%
Apr-25,2025-04-30T10:00:00,0.22,0.293,0.073,0.073,0.005329,33.05%
Apr-25,2025-04-30T10:15:00,0.21,0.303,0.093,0.093,0.008649,44.32%
Apr-25,2025-04-30T10:30:00,0.21,0.347,0.137,0.137,0.018769,65.35%
Apr-25,2025-04-30T10:45:00,1.42,0.953,-0.467,0.467,0.218089,32.87%
Apr-25,2025-04-30T11:00:00,1.49,1.572,0.082,0.082,0.006724,5.50%
Apr-25,2025-04-30T11:15:00,1.77,1.822,0.052,0.052,0.002704,2.93%
Apr-25,2025-04-30T11:30:00,1.65,1.73,0.08,0.08,0.0064,4.87%
Apr-25,2025-04-30T11:45:00,1.77,1.915,0.145,0.145,0.021025,8.17%
Apr-25,2025-04-30T12:00:00,1.81,1.832,0.022,0.022,0.000484,1.19%
Apr-25,2025-04-30T12:15:00,2.04,1.943,-0.097,0.097,0.009409,4.73%
Apr-25,2025-04-30T12:30:00,1.9,2.179,0.279,0.279,0.077841,14.67%
Apr-25,2025-04-30T12:45:00,1.97,2.062,0.092,0.092,0.008464,4.66%
Apr-25,2025-04-30T13:00:00,2.78,2.479,-0.301,0.301,0.090601,10.82%
Apr-25,2025-04-30T13:15:00,2.57,2.722,0.152,0.152,0.023104,5.92%
Apr-25,2025-04-30T13:30:00,2.71,2.49,-0.22,0.22,0.0484,8.12%
Apr-25,2025-04-30T13:45:00,2.89,2.962,0.072,0.072,0.005184,2.48%
Apr-25,2025-04-30T14:00:00,1.96,1.627,-0.333,0.333,0.110889,16.98%
Apr-25,2025-04-30T14:15:00,0.29,0.339,0.049,0.049,0.002401,16.76%
Apr-25,2025-04-30T14:30:00,0.3,0.271,-0.029,0.029,0.000841,9.81%
Apr-25,2025-04-30T14:45:00,0.3,0.345,0.045,0.045,0.002025,14.92%
Apr-25,2025-04-30T15:00:00,4.53,3.682,-0.848,0.848,0.719104,18.71%
Apr-25,2025-04-30T15:15:00,1.72,1.513,-0.207,0.207,0.042849,12.04%
Apr-25,2025-04-30T15:30:00,1.08,0.924,-0.156,0.156,0.024336,14.46%
Apr-25,2025-04-30T15:45:00,0.23,0.584,0.354,0.354,0.125316,153.83%
Apr-25,2025-04-30T16:00:00,0.44,0.465,0.025,0.025,0.000625,5.67%
Apr-25,2025-04-30T16:15:00,0.26,0.238,-0.022,0.022,0.000484,8.42%
Apr-25,2025-04-30T16:30:00,0.24,0.341,0.101,0.101,0.010201,42.08%
Apr-25,2025-04-30T16:45:00,0.26,0.293,0.033,0.033,0.001089,12.76%
Apr-25,2025-04-30T17:00:00,0.25,0.286,0.036,0.036,0.001296,14.31%
Apr-25,2025-04-30T17:15:00,0.3,0.257,-0.043,0.043,0.001849,14.19%
Apr-25,2025-04-30T17:30:00,0.19,0.245,0.055,0.055,0.003025,28.92%
Apr-25,2025-04-30T17:45:00,0.19,0.226,0.036,0.036,0.001296,19.03%
Apr-25,2025-04-30T18:00:00,0.21,0.232,0.022,0.022,0.000484,10.48%
Apr-25,2025-04-30T18:15:00,0.2,0.223,0.023,0.023,0.000529,11.61%
Apr-25,2025-04-30T18:30:00,0.29,0.222,-0.068,0.068,0.004624,23.35%
Apr-25,2025-04-30T18:45:00,0.52,0.415,-0.105,0.105,0.011025,20.24%
Apr-25,2025-04-30T19:00:00,0.62,0.464,-0.156,0.156,0.024336,25.15%
Apr-25,2025-04-30T19:15:00,1.08,1.019,-0.061,0.061,0.003721,5.62%
Apr-25,2025-04-30T19:30:00,1.01,1.025,0.015,0.015,0.000225,1.52%
Apr-25,2025-04-30T19:45:00,0.67,0.667,-0.003,0.003,0.000009,0.47%
Apr-25,2025-04-30T20:00:00,0.72,0.72,0,0,0,0.07%
Apr-25,2025-04-30T20:15:00,1.44,1.424,-0.016,0.016,0.000256,1.13%
Apr-25,2025-04-30T20:30:00,0.73,0.721,-0.009,0.009,0.000081,1.28%
Apr-25,2025-04-30T20:45:00,0.52,0.537,0.017,0.017,0.000289,3.31%
Apr-25,2025-04-30T21:00:00,0.33,0.348,0.018,0.018,0.000324,5.50%
Apr-25,2025-04-30T21:15:00,0.31,0.321,0.011,0.011,0.000121,3.56%
Apr-25,2025-04-30T21:30:00,0.51,0.48,-0.03,0.03,0.0009,5.93%
Apr-25,2025-04-30T21:45:00,0.51,0.503,-0.007,0.007,0.000049,1.43%
Apr-25,2025-04-30T22:00:00,0.52,0.514,-0.006,0.006,0.000036,1.06%
Apr-25,2025-04-30T22:15:00,0.44,0.423,-0.017,0.017,0.000289,3.93%
Apr-25,2025-04-30T22:30:00,0.29,0.315,0.025,0.025,0.000625,8.58%
Apr-25,2025-04-30T22:45:00,0.25,0.266,0.016,0.016,0.000256,6.41%
Apr-25,2025-04-30T23:00:00,0.25,0.259,0.009,0.009,0.000081,3.78%
